Compilation	Reference	Reference DOI	Locality	Glacier	Region	Latitude	Longitude	Elevation (m)	Type	Methodology	Area (km2)	Time interval (yr)	Sediment flux (km3/yr)	Exhumation (m)	Exhumation min (m)	Exhumation max (m)	Erosion rate (mm/yr)	Erosion rate min	Erosion rate max	Comments
This study	Heimsath and McGlynn, 2008	10.1016/j.geomorph.2007.02.046	Annapurna III	(Milarepa's Glacier)	Himalayas	28.58436	83.98884		Alpine	Volumetric	4.50E+00	1.00E+00	5.82E-03				0.42000	0.26000	0.58000	Erosion rate is the vertical lowering of the headwall, their sediment flux considers both horizontal and vertical erosion
This study	Herman et al., 2015	10.1126/science.aab2386	New Zealand 	Franz Josef	Oceania	-43.46070	170.18610		Alpine	Volumetric	3.70E+01	4.17E-01					7.00000	0.00000	500.00000	*found area in DOI: 10.1126/science.264.5164.1434
This study	Hjelstuen et al., 1996	10.1016/0921-8181(95)00014-3	NW Barents / Storfjorden Fan	Fennoscandian Ice Sheet	Fennoscandia	63.11533	19.05290		Continental	Volumetric	6.90E+04	2.70E+06		1700.000			0.62963			
This study	Hodson et al., 1997	10.3189/S0260305500011897	Svalbard	Austre Brøggerbreen	Fennoscandia	78.90990	11.80830		High-latitude	Volumetric	1.20E+01	2.00E+00					0.03537	0.03000	0.04074	
This study	Hodson et al., 1997	10.3189/S0260305500011897	Svalbard	Finsterwalderbreen	Fennoscandia	78.29340	16.40940		High-latitude	Volumetric	4.40E+01	2.00E+00					0.66852	0.26296	1.07407	
This study	Hogan et al., 2020	10.5194/tc-14-261-2020	Ilulissat region	palaeo-Jakobshavn Isbræ	Greenland	69.21670	-49.98570		Continental	Volumetric	3.35E+04	8.00E+02					0.52000			800a stillstand
This study	Hogan et al., 2020	10.5194/tc-14-261-2020	Petermann catchment, Greenland	Petermann catchment, Greenland	Greenland	80.50038	-59.51339		Continental	Volumetric	1.05E+04	8.70E+03					0.31500	0.29000	0.34000	
This study	Hogan et al., 2020	10.5194/tc-14-261-2020	Petermann catchment, Greenland	Petermann catchment, Greenland	Greenland	80.50038	-59.51339		Continental	Volumetric	1.05E+04	1.10E+03					1.63000	1.41000	1.85000	8.7–7.6 ka
This study	Hogan et al., 2020	10.5194/tc-14-261-2020	Petermann catchment, Greenland	Petermann catchment, Greenland	Greenland	80.50038	-59.51339		Continental	Volumetric	1.05E+04	7.60E+03					0.14000			7.6 ka to present
This study	Jamieson et al., 2005	10.1016/j.gloplacha.2004.09.015	Lambert basin	Antarctic ice sheet	Antarctica	-73.00000	68.00000		Continental	Volumetric		3.40E+07					0.00150	0.00100	0.00200	
This study	Kaplan et al., 2005	10.1016/j.yqres.2004.12.003	Argentina	Lago Buenos Aires	Patagonia	-46.51339	-72.03758		Alpine	Cosmogenic surface	1.00E-08	1.90E+05					0.00140	0.00080	0.00220	
This study	Koppes and Hallet, 2002	10.1130/0091-7613(2002)030<0047:IORGRO>2.0.CO;2	Muir Inlet, Glacier Bay, Alaska	Muir	North American Cordillera	58.92690	-133.90810		Tidewater 	Volumetric		7.90E+01	1.60E-03				37.00000			
This study	Koppes and Hallet, 2006	10.1029/2005JF000349	Wrangell-St. Elias National Park, Alaska	Tyndall Glacier	North American Cordillera	60.79847	-141.09795		Tidewater	Volumetric	2.05E+02	3.70E+01					28.00000	23.00000	33.00000	annual average erosion rate over 37 years (1962-1999) is 28 +/- 5 mm/a, long term estimation is 9 mm/a
This study	Koppes et al., 2009	10.3189/002214309788608796	Tierra del Fuego	Marinelli Glacier	Patagonia	-54.53373	-69.57207		Tidewater 	Volumetric	2.05E+02	4.50E+01					84.50000	39.00000	130.00000	
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Fourcade	Antarctica	-62.21670	-58.66670		Tidewater	Volumetric	2.41E+02	7.50E+01					0.10000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Bolton	Antarctica	-65.01670	-62.96670		Tidewater	Volumetric	6.20E+01	7.50E+01					0.08000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Trooz	Antarctica	-65.33330	-63.96670		Tidewater	Volumetric	6.33E+02	7.50E+01								Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Cadman	Antarctica	-65.61670	-63.78330		Tidewater	Volumetric	3.06E+02	7.50E+01					0.03000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Funk	Antarctica	-65.56670	-63.76670		Tidewater	Volumetric	1.42E+02	7.50E+01					0.01000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Lever	Antarctica	-65.50000	-63.66670		Tidewater	Volumetric	1.77E+02	7.50E+01					0.07000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Bagshawe	Antarctica	-64.93330	-62.58330		Tidewater	Volumetric	2.41E+02	7.50E+01					0.07000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Renard/Krebs	Antarctica	-64.66670	-61.63330		Tidewater	Volumetric	1.18E+02	7.50E+01					0.03000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Cayley	Antarctica	-64.33330	-60.96670		Tidewater	Volumetric	7.20E+02	7.50E+01					0.05000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Antarctic Peninsula	Breguet	Antarctica	-64.16713	-60.79996		Tidewater	Volumetric	2.61E+02	7.50E+01								Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Tierra del Fuego	Marinelli Glacier	Patagonia	-54.53373	-69.57207		Tidewater	Volumetric	1.54E+02	7.50E+01					7.60000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Tierra del Fuego	Marinelli Glacier	Patagonia	-54.53373	-69.57207		Tidewater	Volumetric	1.54E+02	7.50E+01					2.71000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Patagonia	San Rafael	Patagonia	-46.76310	-73.81840		Tidewater	Volumetric	7.28E+02	7.50E+01					12.00000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Patagonia	Jorge Montt	Patagonia	-48.13480	-73.42780		Tidewater	Volumetric	5.00E+02	7.50E+01					4.00000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Magallanes Region, Chile	Europa Glacier	Patagonia	-50.25000	-74.20000		Tidewater	Volumetric	4.09E+02	7.50E+01					0.24000			Time interval 50-100 years
This study	Koppes et al., 2015	10.1038/nature15385	Patagonia	Tyndall	Patagonia	-50.99610	-73.65580		Tidewater	Volumetric	4.18E+02	7.50E+01					8.00000			Time interval 50-100 years
This study	Koppes et al., 2017	10.3189/002214309788608796	Tierra del Fuego	Marinelli Glacier	Patagonia	-54.53373	-69.57207		Tidewater	Volumetric	1.54E+02	4.50E+01					39.00000	55.00000	23.00000	
This study	Laberg and Vorren, 2009	10.1130/B26277.1	Vestfjorden, Norway	Fennoscandian Ice Sheet	Fennoscandia	67.83612	15.03983		Outlet ice stream	Volumetric	8.20E+03	2.35E+04		40.000			1.70000			
This study	Laberg et al., 2012	10.1130/B30340.1	SW Barents /  Bjørnøya Fan	Fennoscandian Ice Sheet	Fennoscandia	63.11533	19.05290		Continental	Volumetric	5.76E+05	2.70E+06		1100.000			0.40741			
This study	Laberg et al., 2012	10.1130/B30340.1	SW Barents /  Bjørnøya Fan	Fennoscandian Ice Sheet	Fennoscandia	63.11533	19.05290		Continental	Volumetric	5.76E+05	8.00E+05		375.000	330.000	420.000	0.46875	0.41250	0.52500	
This study	Laberg et al., 2012	10.1130/B30340.1	SW Barents /  Bjørnøya Fan	Fennoscandian Ice Sheet	Fennoscandia	63.11533	19.05290		Continental	Volumetric	2.00E+05	7.00E+05		485.000	440.000	530.000	0.69286	0.62857	0.75714	
This study	Lasabuda et al., 2018	10.1029/2018GC007882	NE Svalbard margin	Fennoscandian Ice Sheet	Fennoscandia	63.11533	19.05290		Continental	Volumetric	4.75E+04	2.70E+06		530.000	410.000	650.000	0.19630	0.15185	0.24074	
This study	Levy et al., 2015	10.1016/j.icarus.2015.09.037	Mars	unnamed Martian glaciers	global				Continental	Volumetric	1.10E+06	5.00E-01					0.01000			Sediment volumes estimated from glacial landform (lineated valley fill (LVF), lobate debris aprons (LDA), and concentric crater fill (CCF)) between ±∼30–50° latitude
This study	Levy et al., 2015	10.1016/j.icarus.2015.09.037	Mars	unnamed Martian glaciers	global				Continental	Volumetric	1.10E+06	5.00E+08					0.00001			Sediment volumes estimated from glacial landform (lineated valley fill (LVF), lobate debris aprons (LDA), and concentric crater fill (CCF)) between ±∼30–50° latitude
This study	Maizels, 1978		Mont Blanc massif	Bossons Glacier	Alps	45.86605	6.85930		Alpine	Volumetric	1.10E+01	1.00E+00					0.75000	0.60000	0.90000	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	3.07E+06					0.00015	0.00015	0.00015	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	4.90E+06					0.00011	0.00011	0.00011	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	1.73E+06					0.00031	0.00031	0.00031	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	4.29E+06					0.00012	0.00012	0.00012	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	2.08E+06					0.00027	0.00027	0.00027	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	6.00E+00					0.00011	0.00011	0.00011	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	8.86E+06					0.00006	0.00006	0.00006	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	1.04E+07					0.00005	0.00005	0.00005	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	8.63E+06					0.00006	0.00006	0.00006	
This study	Margerison et al., 2005	10.1016/j.epsl.2004.11.007	Dry Valleys, East Antarctica	Mackay Glacier	Antarctica	-76.98366	161.52648		Alpine	Cosmogenic surface	1.00E-08	1.01E+07					0.00006	0.00006	0.00006	
This study	Marriotti et al., 2021	10.1038/s41561-020-00672-2	Var River catchment, Southern Alps	unnamed	Alps	44.04642	7.00557		Alpine	Cosmogenic	8.40E+02	7.50E+03					1.50000	0.50000	2.40000	Average LGM erosion rate
This study	Marriotti et al., 2021	10.1038/s41561-020-00672-2	Var River catchment, Southern Alps	unnamed	Alps	44.04642	7.00557		Alpine	Cosmogenic	5.88E+02	4.85E+04					0.40000	0.00000	0.80000	Average MIS 4-3 erosion rate
This study	Meigs et al., 2006	10.1016/j.geomorph.2006.01.029	Taan Fjord, Icy Bay, Alaska	Tyndall Glacier	North American Cordillera	60.17550	-141.15770		Tidewater	Volumetric	1.24E+01	1.30E+01					50.00000			Hoof Hill valley reported here; discussion of basin-average erosion rate and sediment storage over multiple glacials (i.e. rate is biased high)
This study	Naylor et al., 2021	10.1126/sciadv.abj2938	Laurentia	Laurentide Ice Sheet	Laurentide	54.00000	-89.00000		Continental	Volumetric		2.60E+06					0.02700	0.02200	0.40000	
This study	Nesje and Sulebak, 2008	10.1080/00291959408552333	Sognefjord drainage basin, Norway	unnamed (1)	Fennoscandia	61.12586	6.52565		High-latitude	Volumetric	1.23E+04	1.00E+06		440.000			0.40000			Assuming glacial erosion in a period of 1 my during the past 2.57 my
This study	Nesje et al., 1992	10.1016/0169-555X(92)90022-G	Sognefjord drainage basin, Norway	unnamed (2)	Fennoscandia	61.11503	6.49212		High-latitude	Volumetric	1.25E+04	2.57E+06	2.96E-03				0.80000		1.10000	
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Nigardsbreen	Fennoscandia	61.57920	7.31470		High-latitude	Volumetric	4.00E+01	2.50E-01					0.27000			Direct suspended sediment measurements, 1969. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Vesledalsbreen	Fennoscandia	60.69000	6.67920		High-latitude	Volumetric	4.00E+00	2.12E-01					0.11000			Direct suspended sediment measurements, 1969. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Engabreen	Fennoscandia	67.85560	15.59420		High-latitude	Volumetric	3.90E+01	1.54E-01					0.16000			Direct suspended sediment measurements, 1969. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Erdalsbreen	Fennoscandia	61.64100	7.76980		High-latitude	Volumetric	1.10E+01	2.12E-01					0.95000			Direct suspended sediment measurements, 1969. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Austre Memurubreen	Fennoscandia	61.58280	8.32275		High-latitude	Volumetric	9.00E+00	1.92E-01					0.26000			Direct suspended sediment measurements, 1969. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Nigardsbreen	Fennoscandia	61.57920	7.31470		High-latitude	Volumetric	4.00E+01	2.31E-01					0.07000			Direct suspended sediment measurements, 1968. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Vesledalsbreen	Fennoscandia	60.69000	6.67920		High-latitude	Volumetric	4.00E+00	2.12E-01					0.06000			Direct suspended sediment measurements, 1968. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Erdalsbreen	Fennoscandia	61.64100	7.76980		High-latitude	Volumetric	1.10E+01	1.92E-01					0.45000			Direct suspended sediment measurements, 1968. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Austre Memurubreen	Fennoscandia	61.58280	8.32275		High-latitude	Volumetric	9.00E+00	2.12E-01					0.18000			Direct suspended sediment measurements, 1968. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Vesledalsbreen	Fennoscandia	60.69000	6.67920		High-latitude	Volumetric	4.00E+00	1.35E-01					0.12000			Direct suspended sediment measurements, 1967. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Erdalsbreen	Fennoscandia	61.64100	7.76980		High-latitude	Volumetric	1.10E+01	1.15E-01					0.70000			Direct suspended sediment measurements, 1967. Duration is weeks of measurments.
This study	Østrem, Ziegler, and Ekman, 1970		Norway	Austre Memurubreen	Fennoscandia	61.58280	8.32275		High-latitude	Volumetric	9.00E+00	1.73E-01					0.22000			Direct suspended sediment measurements, 1967. Duration is weeks of measurments.
This study	Overeem et al., 2017	10.1038/ngeo3046	Greenland	Greenland Ice Sheet	Greenland	72.50000	-38.45000		Continental	Volumetric	2.17E+06	1.40E+01	4.74E-01				0.21886	0.13166	0.30606	
This study	Pedersen et al., 2021	10.1130/G48836.1	Norway/Sweden	Fennoscandian Ice Sheet	Fennoscandia	67.18026	25.40585		Continental	Volumetric		2.70E+06			117.000	194.000	0.05760	0.04330	0.07190	estimate total bedrock erosion in valleys and fjords of ~99 × 10^3 km3. "late Pliocene to Quaternary" Hall et al., 2013 (10.1130/G34806.1) state that 70% of time since 2.7 My was glacial
This study	Pedersen et al., 2021	10.1130/G48836.1	Norway/Sweden	Fennoscandian Ice Sheet	Fennoscandia	67.18026	25.40585		Continental	Volumetric		1.89E+06			117.000	194.000	0.08228	0.06190	0.10265	Hall et al., 2013 (10.1130/G34806.1) state that 70% of time since 2.7 My was glacial
This study	Phillips et al., 2006	10.1016/j.geomorph.2005.06.009	Cairngorm Mountains, Scotland	unnamed	British Isles	57.16010	-3.82319		Alpine	Cosmogenic surface	1.00E-08	3.50E+04					0.00410	0.00280	0.01200	the time intervals used to calc. E rates are a bit unclear, ages interpreted with ice cover duration model; error weighted mean E rate of 4.1 ± 0.2 mm/ka
This study	Rand and Goehring, 2019	10.1017/aog.2019.42	Norway	Engabreen (2)	Fennoscandia	66.66613	13.89531		High-latitude	Cosmogenic surface	1.00E-08	1.00E+03			0.100	2.950	1.52500	0.10000	2.95000	
This study	Riihimaki et al., 2005	10.1029/2004JF000189	Chugach Mountains, Alaska	Bench	North American Cordillera	61.02561	-145.67664		Alpine	Volumetric	7.50E+00	2.80E-01					1.80000	1.35000	2.25000	
This study	Riihimaki et al., 2005	10.1029/2004JF000189	Chugach Mountains, Alaska	Bench	North American Cordillera	61.02561	-145.67664		Alpine	Volumetric	7.50E+00	1.70E-01					1.40000	1.12000	1.68000	
This study	Riihimaki et al., 2005	10.1029/2004JF000189	Chugach Mountains, Alaska	Bench	North American Cordillera	61.02561	-145.67664		Alpine	Volumetric	7.50E+00	1.40E-01					0.90000	0.72000	1.08000	
This study	Ring, 2008	10.1029/2007TC002176	Rwenzori Mountains	unnamed	East Africa	0.38540	29.87004		Alpine	Volumetric							2.75000	1.50000	4.00000	
This study	Rocchi et al., 2006	10.1130/B25675.1	Dorrel Rock, Marie Byrd Land	West Antarctic Ice Sheet	Antarctica	-74.70390	-110.53930		Continental	Volumetric		3.42E+07		4334.467	3000.000	5668.934	0.12692	0.08785	0.16600	
This study	Rocchi et al., 2006	10.1130/B25675.1	Marie Byrd Land, Dorrel Rock	Antarctic ice sheet	Antarctica	-75.00000	-111.00000		Continental	Thermochronometric		6.00E+06		3000.000			0.50000			Oligocene to Holocene erosion
This study	Roland and Haakensen, 1985		Norway	Modern Norwegian glaciers	Fennoscandia	67.83612	15.03983		Alpine	Volumetric							0.82500	0.05000	1.60000	Numbers found in Nesje et al., 1992
This study	Ruszkiczay-Rüdiger et al., 2021	10.1016/j.geomorph.2021.107719	Retezat Mts, Southern Carpathians	Retezat Mts	Alps	45.37070	22.90430		Alpine	Cosmogenic surface	1.00E-08	8.00E+03					0.02350	0.01900	0.02800	
This study	Rydningen et al., 2016	10.1016/0921-8181(95)00014-3	Troms margin	Fennoscandian Ice Sheet	Fennoscandia	63.11533	19.05290		Continental	Volumetric	1.40E+04	2.70E+06		95.000	50.000	140.000	0.03519	0.01852	0.05185	
This study	Schachtman et al., 2019	10.1130/G45940.1	Little Lake, Coast Range, Oregon	unnamed	North American Cordillera	44.16757	-123.58236		Alpine	Cosmogenic surface	1.00E-08	1.50E+04					0.22000	0.20000	0.24000	
This study	Shea et al., 2001	10.1016/S0040-1951(03)00124-0	St. Elias Range, Alaska	average	North American Cordillera	60.73546	-139.23508		Alpine	Volumetric	4.75E+04	1.00E+04					5.10000			
This study	Shuster et al., 2005	10.1126/science.1118519	British Columbia, Canada	Klinaklini Valley	North American Cordillera	51.75000	-125.09750		Alpine	Thermochronometric	8.00E+02	1.80E+06		2000.000	2000.000		5.00000	5.00000		
This study	Sirevaag et al., 2021	10.1038/s43247-021-00315-3	Dronning Maud Land Mountains	unnamed	Antarctica	-84.99878	-160.00245		Continental	Thermochronometric		3.40E+07			1500.000	2400.000	0.06000	0.04500	0.07500	
This study	Small, 1987		Switzerland	Tsidjore	Alps	46.00540	7.74570		Alpine	Volumetric	4.15E+00	5.00E+03	3.35E-06				1.80580	0.80723	2.80437	Min includes lateral moraines only, max assumes modern proportions of lateral moranes to total sediment deposition, following Table 8.4
This study	Small, 1987		Switzerland	Tsidjore	Alps	46.00540	7.74570		Alpine	Volumetric	4.15E+00	2.00E+00	7.98E-06				1.92325	1.55446	2.29205	Modern rates, including suspended sediment measurements from 1981 and 1982
This study	Smith et al., 2007	10.1130/G23036A.1	Antarctic Peninsula	Rutford Ice Stream	Antarctica	-79.00000	-80.00000		Outlet ice stream	Volumetric		6.00E+00		6.000			1000.00000			Change in depth between two seismic profiles 1991--1997
This study	Smith et al., 2012	10.1029/2012GL051651	Pine Island Glacier	West Antarctic Ice Sheet	Antarctica	-75.25360	-100.87010		Outlet ice stream	Volumetric		4.90E+01		31.800	18.400	45.200	648.97959	375.51020	922.44898	Difference in profiles over a 49 year period. Reported value is rounded to only a single sig fig, so recalculated directly from reported exhumation and duration. Rounding considered harmful!
This study	Spotila et al., 2004	10.1130/G20343.1	Chugach–St. Elias Range, Alaska	unnamed	North American Cordillera	61.16691	-145.33329		Alpine	Thermochronometric							1.20000	0.40000	3.00000	
This study	Spotila et al., 2004	10.1130/G20343.1	Chugach–St. Elias Range, Alaska	unnamed	North American Cordillera	61.16691	-145.33329		Alpine	Thermochronometric		6.60E+07					0.50000			average Cenozoic exhumation rate for the range has been <∼0.5 mm/yr; Exhumation rates based on AHe and AFT ages are faster
This study	Spotila et al., 2004	10.1130/G20343.1	Chugach–St. Elias Range, Alaska	unnamed	North American Cordillera	61.16691	-145.33329		Alpine	Thermochronometric		2.84E+07					0.15000			Oligocene-Miocene rate 
This study	Stalder et al., 2022	10.1016/j.quageo.2022.101405	South-Central Chilean Andes	unnamed	Patagonia	-34.00000	-70.20000		Alpine	Thermochronometric		1.00E+05					32.00000	4.00000	60.00000	This study aims to reconcile the mismatch between the results from Carretier et al., 2013 and Stadler et al., 2020. They estimated a decrease of erosion rate from 40-60 mm/yr to 3-5 mm/yr over the last 100 kyr
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	8.40E+03		0.052	0.029	0.075	0.02000	0.01000	0.03000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	8.80E+03		0.093	0.077	0.108	0.06500	0.05000	0.08000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	7.40E+03		0.158	0.141	0.174	0.06500	0.06000	0.07000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	8.80E+03		0.038	0.015	0.060	0.01500	0.01000	0.02000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	8.90E+03		0.022	0.002	0.042	0.01000	0.00000	0.02000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	7.20E+03		0.171	0.138	0.203	0.07000	0.06000	0.08000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	9.70E+03		0.010	0.000	0.020	0.00500	0.00000	0.01000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	1.01E+04		0.014	0.000	0.028	0.01000	0.00000	0.02000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	9.80E+03		0.052	0.025	0.078	0.04000	0.02000	0.06000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	5.00E+03		0.090	0.071	0.108	0.01000	0.01000	0.01000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	5.70E+03		0.012	0.000	0.024	0.00500	0.00000	0.01000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	5.40E+03		0.045	0.025	0.064	0.00500	0.00000	0.01000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		Alpine	Cosmogenic surface	1.00E-08	5.60E+03		0.025	0.007	0.043	0.00500	0.00000	0.01000	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	1.40E+02					0.90000	0.70000	1.10000	10Be, Trift-01, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	2.17E+03					0.55000	0.50000	0.60000	10Be, Trift-03, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	4.66E+03					0.25000	0.20000	0.30000	10Be, Trift-04, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	4.00E+02					0.60000	0.50000	0.70000	10Be, Trift-05, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	2.40E+02					0.70000	0.60000	0.80000	10Be, Trift-06, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	2.20E+02					0.75000	0.70000	0.80000	10Be, Trift-08, time is exposure age
