Reference	Reference DOI	Sample_ID	Location_ID	Basin_ID	Basin	Place	Region	Latitude	Longitude	Elevation	Season	Observation Type	Sample Type	filtersize_mum	Area (km2)	Time interval (yr)	Discharge_m3_s	Annual_Discharge_m3_s	TSS_mg_L	TSS_kg_s	TSS_km3_yr	Erosion rate (mm/yr)	Sand_perc	Silt_perc	Clay_perc
Guinoiseau et al., 2016		BRA-AMZ-111129-GUI1	BRA-AMZ-111129	1001	Amazon	Amazonas, Brazil	Brazil	-3.21993	-59.94054		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	218.9	47063.5	0.54970168	0.0785288114285714			
Guinoiseau et al., 2016		BRA-AMZ-111130-GUI1	BRA-AMZ-111130	1001	Amazon	Amazonas, Brazil	Brazil	-3.22993	-59.94075		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	153.4	32981	0.38521808	0.0550311542857143			
Guinoiseau et al., 2016		BRA-AMZ-111131-GUI1	BRA-AMZ-111131	1001	Amazon	Amazonas, Brazil	Brazil	-3.22041	-59.94051		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	169.3	36399.5	0.42514616	0.0607351657142857			
Guinoiseau et al., 2016		BRA-AMZ-111132-GUI1	BRA-AMZ-111132	1001	Amazon	Amazonas, Brazil	Brazil	-3.22016	-59.94066		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	151.3	32529.5	0.37994456	0.0542777942857143			
Guinoiseau et al., 2016		BRA-AMZ-111133-GUI1	BRA-AMZ-111133	1001	Amazon	Amazonas, Brazil	Brazil	-3.2224	-59.94033		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	97.2	20898	0.24408864	0.0348698057142857			
Guinoiseau et al., 2016		BRA-AMZ-111134-GUI1	BRA-AMZ-111134	1001	Amazon	Amazonas, Brazil	Brazil	-3.22256	-59.94019		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	109.6	23564	0.27522752	0.0393182171428571			
Guinoiseau et al., 2016		BRA-AMZ-111135-GUI1	BRA-AMZ-111135	1001	Amazon	Amazonas, Brazil	Brazil	-3.22281	-59.94009		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	136.7	29390.5	0.34328104	0.0490401485714286			
Guinoiseau et al., 2016		BRA-AMZ-111136-GUI1	BRA-AMZ-111136	1001	Amazon	Amazonas, Brazil	Brazil	-3.22265	-59.94021		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	225.4	48461	0.56602448	0.08086064			
Guinoiseau et al., 2016		BRA-AMZ-111137-GUI1	BRA-AMZ-111137	1001	Amazon	Amazonas, Brazil	Brazil	-3.22244	-59.94037		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	213	45795	0.5348856	0.0764122285714286			
Guinoiseau et al., 2016		BRA-AMZ-111138-GUI1	BRA-AMZ-111138	1001	Amazon	Amazonas, Brazil	Brazil	-3.2224492	-59.94182		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	81.3	17479.5	0.20416056	0.0291657942857143			
Guinoiseau et al., 2016		BRA-AMZ-111139-GUI1	BRA-AMZ-111139	1001	Amazon	Amazonas, Brazil	Brazil	-3.222518	-59.9418		Autumn	single	SS	0.22	7000000	0.00273972602739726	50.778	215000	261.1	56136.5	0.65567432	0.09366776			
Guinoiseau et al., 2016		BRA-AMZ-111140-GUI1	BRA-AMZ-111140	1001	Amazon	Amazonas, Brazil	Brazil	-3.06175	-60.16748		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	8.8	1892	0.02209856	0.00315693714285714			
Guinoiseau et al., 2016		BRA-AMZ-111141-GUI1	BRA-AMZ-111141	1001	Amazon	Amazonas, Brazil	Brazil	-3.06602	-60.26579		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	6	1290	0.0150672	0.00215245714285714			
Guinoiseau et al., 2016		BRA-AMZ-111142-GUI1	BRA-AMZ-111142	1001	Amazon	Amazonas, Brazil	Brazil	-3.06616	-60.26566		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	8.9	1913.5	0.02234968	0.00319281142857143			
Guinoiseau et al., 2016		BRA-AMZ-111143-GUI1	BRA-AMZ-111143	1001	Amazon	Amazonas, Brazil	Brazil	-3.06634	-60.26589		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	10.8	2322	0.02712096	0.00387442285714286			
Guinoiseau et al., 2016		BRA-AMZ-111144-GUI1	BRA-AMZ-111144	1001	Amazon	Amazonas, Brazil	Brazil	-3.06926	-60.26609		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	8.1	1741.5	0.02034072	0.00290581714285714			
Guinoiseau et al., 2016		BRA-AMZ-111145-GUI1	BRA-AMZ-111145	1001	Amazon	Amazonas, Brazil	Brazil	-3.06928	-60.26601		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	8	1720	0.0200896	0.00286994285714286			
Guinoiseau et al., 2016		BRA-AMZ-111146-GUI1	BRA-AMZ-111146	1001	Amazon	Amazonas, Brazil	Brazil	-3.06929	-60.26592		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	8.5	1827.5	0.0213452	0.00304931428571429			
Guinoiseau et al., 2016		BRA-AMZ-111147-GUI1	BRA-AMZ-111147	1001	Amazon	Amazonas, Brazil	Brazil	-3.06932	-60.26589		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	8.3	1784.5	0.02084296	0.00297756571428572			
Guinoiseau et al., 2016		BRA-AMZ-111148-GUI1	BRA-AMZ-111148	1001	Amazon	Amazonas, Brazil	Brazil	-3.06947	-60.26554		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	12.2	2623	0.03063664	0.00437666285714286			
Guinoiseau et al., 2016		BRA-AMZ-111149-GUI1	BRA-AMZ-111149	1001	Amazon	Amazonas, Brazil	Brazil	-3.07197	-60.26631		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	5.6	1204	0.01406272	0.00200896			
Guinoiseau et al., 2016		BRA-AMZ-111150-GUI1	BRA-AMZ-111150	1001	Amazon	Amazonas, Brazil	Brazil	-3.07206	-60.26603		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	8	1720	0.0200896	0.00286994285714286			
Guinoiseau et al., 2016		BRA-AMZ-111151-GUI1	BRA-AMZ-111151	1001	Amazon	Amazonas, Brazil	Brazil	-3.07209	-60.26592		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	12.2	2623	0.03063664	0.00437666285714286			
Guinoiseau et al., 2016		BRA-AMZ-111152-GUI1	BRA-AMZ-111152	1001	Amazon	Amazonas, Brazil	Brazil	-3.07541	-60.26621		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	6.7	1440.5	0.01682504	0.00240357714285714			
Guinoiseau et al., 2016		BRA-AMZ-111153-GUI1	BRA-AMZ-111153	1001	Amazon	Amazonas, Brazil	Brazil	-3.07547	-60.26598		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	6.3	1354.5	0.01582056	0.00226008			
Guinoiseau et al., 2016		BRA-AMZ-111154-GUI1	BRA-AMZ-111154	1001	Amazon	Amazonas, Brazil	Brazil	-3.07449	-60.26545		Autumn	single	SS	0.22	7000000	0.00273972602739726	23.464	215000	10.6	2279	0.02661872	0.00380267428571429			
Guinoiseau et al., 2016		BRA-AMZ-111155-GUI1	BRA-AMZ-111155	1001	Amazon	Amazonas, Brazil	Brazil	-3.23006	-59.01051		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	34.6	7439	0.08688752	0.0124125028571429			
Guinoiseau et al., 2016		BRA-AMZ-111156-GUI1	BRA-AMZ-111156	1001	Amazon	Amazonas, Brazil	Brazil	-3.23	-59.01045		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	29.3	6299.5	0.07357816	0.0105111657142857			
Guinoiseau et al., 2016		BRA-AMZ-111157-GUI1	BRA-AMZ-111157	1001	Amazon	Amazonas, Brazil	Brazil	-3.22996	-59.01041		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	32.6	7009	0.08186512	0.0116950171428571			
Guinoiseau et al., 2016		BRA-AMZ-111158-GUI1	BRA-AMZ-111158	1001	Amazon	Amazonas, Brazil	Brazil	-3.23018	-59.01051		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	29.7	6385.5	0.07458264	0.0106546628571429			
Guinoiseau et al., 2016		BRA-AMZ-111159-GUI1	BRA-AMZ-111159	1001	Amazon	Amazonas, Brazil	Brazil	-3.23009	-59.01054		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	31.3	6729.5	0.07860056	0.0112286514285714			
Guinoiseau et al., 2016		BRA-AMZ-111160-GUI1	BRA-AMZ-111160	1001	Amazon	Amazonas, Brazil	Brazil	-3.23387	-59.01058		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	57.5	12362.5	0.144394	0.0206277142857143			
Guinoiseau et al., 2016		BRA-AMZ-111161-GUI1	BRA-AMZ-111161	1001	Amazon	Amazonas, Brazil	Brazil	-3.23398	-59.01067		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	63.4	13631	0.15921008	0.0227442971428571			
Guinoiseau et al., 2016		BRA-AMZ-111162-GUI1	BRA-AMZ-111162	1001	Amazon	Amazonas, Brazil	Brazil	-3.23373	-59.01056		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	86.5	18597.5	0.2172188	0.0310312571428571			
Guinoiseau et al., 2016		BRA-AMZ-111163-GUI1	BRA-AMZ-111163	1001	Amazon	Amazonas, Brazil	Brazil	-3.23378	-59.01061		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	107.6	23134	0.27020512	0.0386007314285714			
Guinoiseau et al., 2016		BRA-AMZ-111164-GUI1	BRA-AMZ-111164	1001	Amazon	Amazonas, Brazil	Brazil	-3.23388	-59.01068		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	152.7	32830.5	0.38346024	0.0547800342857143			
Guinoiseau et al., 2016		BRA-AMZ-111165-GUI1	BRA-AMZ-111165	1001	Amazon	Amazonas, Brazil	Brazil	-3.23773	-59.01296		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	50.4	10836	0.12656448	0.01808064			
Guinoiseau et al., 2016		BRA-AMZ-111166-GUI1	BRA-AMZ-111166	1001	Amazon	Amazonas, Brazil	Brazil	-3.23761	-59.01291		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	118.5	25477.5	0.2975772	0.0425110285714286			
Guinoiseau et al., 2016		BRA-AMZ-111167-GUI1	BRA-AMZ-111167	1001	Amazon	Amazonas, Brazil	Brazil	-3.23766	-59.01291		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	92.9	19973.5	0.23329048	0.0333272114285714			
Guinoiseau et al., 2016		BRA-AMZ-111168-GUI1	BRA-AMZ-111168	1001	Amazon	Amazonas, Brazil	Brazil	-3.2377	-59.01292		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	85.3	18339.5	0.21420536	0.0306007657142857			
Guinoiseau et al., 2016		BRA-AMZ-111169-GUI1	BRA-AMZ-111169	1001	Amazon	Amazonas, Brazil	Brazil	-3.23736	-59.01305		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	123.3	26509.5	0.30963096	0.0442329942857143			
Guinoiseau et al., 2016		BRA-AMZ-111170-GUI1	BRA-AMZ-111170	1001	Amazon	Amazonas, Brazil	Brazil	-3.24184	-59.01249		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	42.2	9073	0.10597264	0.0151389485714286			
Guinoiseau et al., 2016		BRA-AMZ-111171-GUI1	BRA-AMZ-111171	1001	Amazon	Amazonas, Brazil	Brazil	-3.2418	-59.01237		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	70.8	15222	0.17779296	0.0253989942857143			
Guinoiseau et al., 2016		BRA-AMZ-111172-GUI1	BRA-AMZ-111172	1001	Amazon	Amazonas, Brazil	Brazil	-3.24176	-59.01242		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	105.7	22725.5	0.26543384	0.03791912			
Guinoiseau et al., 2016		BRA-AMZ-111173-GUI1	BRA-AMZ-111173	1001	Amazon	Amazonas, Brazil	Brazil	-3.24176	-59.01257		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	138.9	29863.5	0.34880568	0.0498293828571429			
Guinoiseau et al., 2016		BRA-AMZ-111174-GUI1	BRA-AMZ-111174	1001	Amazon	Amazonas, Brazil	Brazil	-3.23194	-59.01258		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	148.9	32013.5	0.37391768	0.0534168114285714			
Guinoiseau et al., 2016		BRA-AMZ-111175-GUI1	BRA-AMZ-111175	1001	Amazon	Amazonas, Brazil	Brazil	-3.24564	-59.01165		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	49.7	10685.5	0.12480664	0.01782952			
Guinoiseau et al., 2016		BRA-AMZ-111176-GUI1	BRA-AMZ-111176	1001	Amazon	Amazonas, Brazil	Brazil	-3.24578	-59.01161		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	58.7	12620.5	0.14740744	0.0210582057142857			
Guinoiseau et al., 2016		BRA-AMZ-111177-GUI1	BRA-AMZ-111177	1001	Amazon	Amazonas, Brazil	Brazil	-3.24544	-59.01175		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	61	13115	0.1531832	0.0218833142857143			
Guinoiseau et al., 2016		BRA-AMZ-111178-GUI1	BRA-AMZ-111178	1001	Amazon	Amazonas, Brazil	Brazil	-3.24559	-59.01168		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	105.6	22704	0.26518272	0.0378832457142857			
Guinoiseau et al., 2016		BRA-AMZ-111179-GUI1	BRA-AMZ-111179	1001	Amazon	Amazonas, Brazil	Brazil	-3.24567	-59.01163		Autumn	single	SS	0.22	7000000	0.00273972602739726	73.938	215000	91.7	19715.5	0.23027704	0.03289672			
Stirton, 2016		BRA-AMZ-111180-STN1	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	433.7	215000	530.4	114036	1.33194048	0.190277211428571			
Stirton, 2016		BRA-AMZ-111180-STN10	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	464.3	215000	288.3	61984.5	0.72397896	0.103425565714286			
Stirton, 2016		BRA-AMZ-111180-STN11	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	520.4	215000	178	38270	0.4469936	0.0638562285714286			
Stirton, 2016		BRA-AMZ-111180-STN12	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	576.5	215000	2217.7	476805.5	5.56908824	0.795584034285714			
Stirton, 2016		BRA-AMZ-111180-STN13	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	632.6	215000	1588.5	341527.5	3.9890412	0.569863028571429			
Stirton, 2016		BRA-AMZ-111180-STN14	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	515.3	215000	918.8	197542	2.30729056	0.329612937142857			
Stirton, 2016		BRA-AMZ-111180-STN15	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	476.2	215000	1538.1	330691.5	3.86247672	0.551782388571429			
Stirton, 2016		BRA-AMZ-111180-STN16	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	515.3	215000	1177.7	253205.5	2.95744024	0.422491462857143			
Stirton, 2016		BRA-AMZ-111180-STN17	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	533.2	215000	634.7	136460.5	1.59385864	0.227694091428571			
Stirton, 2016		BRA-AMZ-111180-STN18	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	551	215000	553.4	118981	1.38969808	0.198528297142857			
Stirton, 2016		BRA-AMZ-111180-STN19	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	568.9	215000	1152.9	247873.5	2.89516248	0.41359464			
Stirton, 2016		BRA-AMZ-111180-STN2	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	422.2	215000	323.4	69531	0.81212208	0.11601744			
Stirton, 2016		BRA-AMZ-111180-STN20	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	586.7	215000	1561.7	335765.5	3.92174104	0.56024872			
Stirton, 2016		BRA-AMZ-111180-STN21	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	409.9	215000	329.7	70885.5	0.82794264	0.11827752			
Stirton, 2016		BRA-AMZ-111180-STN22	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	378.4	215000	312.9	67273.5	0.78575448	0.11225064			
Stirton, 2016		BRA-AMZ-111180-STN23	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	630.7	215000	1067.7	229555.5	2.68120824	0.383029748571429			
Stirton, 2016		BRA-AMZ-111180-STN24	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	594.7	215000	1089.3	234199.5	2.73545016	0.390778594285714			
Stirton, 2016		BRA-AMZ-111180-STN25	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	405.5	215000	161.5	34722.5	0.4055588	0.0579369714285714			
Stirton, 2016		BRA-AMZ-111180-STN26	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Spring	single	SS	0.7	7000000	0.00273972602739726	315.4	215000	441.4	94901	1.10844368	0.158349097142857			
Stirton, 2016		BRA-AMZ-111180-STN27	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Spring	single	SS	0.7	7000000	0.00273972602739726	333.4	215000	614.4	132096	1.54288128	0.220411611428571			
Stirton, 2016		BRA-AMZ-111180-STN28	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Spring	single	SS	0.7	7000000	0.00273972602739726	283.8	215000	24.8	5332	0.06227776	0.00889682285714286			
Stirton, 2016		BRA-AMZ-111180-STN29	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Spring	single	SS	0.7	7000000	0.00273972602739726	234.3	215000	29.6	6364	0.07433152	0.0106187885714286			
Stirton, 2016		BRA-AMZ-111180-STN3	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	410.8	215000	206.9	44483.5	0.51956728	0.0742238971428571			
Stirton, 2016		BRA-AMZ-111180-STN30	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Spring	single	SS	0.7	7000000	0.00273972602739726	234.3	215000	7.6	1634	0.01908512	0.00272644571428571			
Stirton, 2016		BRA-AMZ-111180-STN31	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Summer	single	SS	0.7	7000000	0.00273972602739726	252.3	215000	22.8	4902	0.05725536	0.00817933714285714			
Stirton, 2016		BRA-AMZ-111180-STN32	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Summer	single	SS	0.7	7000000	0.00273972602739726	252.3	215000	50.9	10943.5	0.12782008	0.0182600114285714			
Stirton, 2016		BRA-AMZ-111180-STN33	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Summer	single	SS	0.7	7000000	0.00273972602739726	252.3	215000	22.2	4773	0.05574864	0.00796409142857143			
Stirton, 2016		BRA-AMZ-111180-STN34	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Autumn	single	SS	0.7	7000000	0.00273972602739726	207.2	215000	3.4	731	0.00853808	0.00121972571428571			
Stirton, 2016		BRA-AMZ-111180-STN35	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Autumn	single	SS	0.7	7000000	0.00273972602739726	243.3	215000	371.4	79851	0.93265968	0.133237097142857			
Stirton, 2016		BRA-AMZ-111180-STN36	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	288.3	215000	336.2	72283	0.84426544	0.120609348571429			
Stirton, 2016		BRA-AMZ-111180-STN37	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	522.6	215000	947.8	203777	2.38011536	0.34001648			
Stirton, 2016		BRA-AMZ-111180-STN38	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	540.6	215000	542.8	116702	1.36307936	0.194725622857143			
Stirton, 2016		BRA-AMZ-111180-STN39	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Spring	single	SS	0.7	7000000	0.00273972602739726	1171.3	215000	310.4	66736	0.77947648	0.111353782857143			
Stirton, 2016		BRA-AMZ-111180-STN4	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	399.3	215000	257.9	55448.5	0.64763848	0.0925197828571428			
Stirton, 2016		BRA-AMZ-111180-STN40	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Spring	single	SS	0.7	7000000	0.00273972602739726		215000	995	213925	2.498644	0.356949142857143			
Stirton, 2016		BRA-AMZ-111180-STN41	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Spring	single	SS	0.7	7000000	0.00273972602739726		215000	129.4	27821	0.32494928	0.0464213257142857			
Stirton, 2016		BRA-AMZ-111180-STN5	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	387.8	215000	311.9	67058.5	0.78324328	0.111891897142857			
Stirton, 2016		BRA-AMZ-111180-STN6	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	377.6	215000	250.4	53836	0.62880448	0.0898292114285714			
Stirton, 2016		BRA-AMZ-111180-STN7	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	367.4	215000	498.8	107242	1.25258656	0.178940937142857			
Stirton, 2016		BRA-AMZ-111180-STN8	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	357.2	215000	282.2	60673	0.70866064	0.101237234285714			
Stirton, 2016		BRA-AMZ-111180-STN9	BRA-AMZ-111180	1001	Amazon	Manu Learning Centre, Peruvian Andes	Peru	-12.789646	-71.390031		Winter	single	SS	0.7	7000000	0.00273972602739726	410.8	215000	221.4	47601	0.55597968	0.0794256685714286			
Stirton, 2016		BRA-AMZ-111181-STN1	BRA-AMZ-111181	1001	Amazon	Los Amigos gauging station, Peruvian Andes	Peru	-12.569173	-70.103		Winter	single	SS	0.7	7000000	0.00273972602739726	2277.8	215000	998.4	214656	2.50718208	0.358168868571429			
Stirton, 2016		BRA-AMZ-111181-STN10	BRA-AMZ-111181	1001	Amazon	Los Amigos gauging station, Peruvian Andes	Peru	-12.569173	-70.103		Winter	single	SS	0.7	7000000	0.00273972602739726	2341.5	215000	740	159100	1.858288	0.265469714285714			
Stirton, 2016		BRA-AMZ-111181-STN11	BRA-AMZ-111181	1001	Amazon	Los Amigos gauging station, Peruvian Andes	Peru	-12.569173	-70.103		Winter	single	SS	0.7	7000000	0.00273972602739726	2307.2	215000	935.6	201154	2.34947872	0.335639817142857			
Stirton, 2016		BRA-AMZ-111181-STN12	BRA-AMZ-111181	1001	Amazon	Los Amigos gauging station, Peruvian Andes	Peru	-12.569173	-70.103		Winter	single	SS	0.7	7000000	0.00273972602739726	2272.9	215000	928.4	199606	2.33139808	0.333056868571429			
Stirton, 2016		BRA-AMZ-111181-STN13	BRA-AMZ-111181	1001	Amazon	Los Amigos gauging station, Peruvian Andes	Peru	-12.569173	-70.103		Winter	single	SS	0.7	7000000	0.00273972602739726	2238.6	215000	388	83420	0.9743456	0.139192228571429			
Stirton, 2016		BRA-AMZ-111181-STN14	BRA-AMZ-111181	1001	Amazon	Los Amigos gauging station, Peruvian Andes	Peru	-12.569173	-70.103		Winter	single	SS	0.7	7000000	0.00273972602739726	2204.3	215000	972.8	209152	2.44289536	0.348985051428571			
